"SESSION_ID","MC","SDC","NC","MI","SDI","NI","study_name","SDPooled","StroopEffect"
7429397,624.142857142857,99.7052083465481,21,714.166666666667,402.828712413496,42,"cebersole.michst",335.151847277919,0.268606037099234
7430534,569.421428571429,297.730557119784,21,527.380952380952,97.9571714231132,42,"cebersole.miami",188.448784085393,-0.223087012179533
7430585,641.071428571429,229.656280434168,21,554.357142857143,118.895285231056,42,"cebersole.nova",163.688017212387,-0.529753412565154
7430779,530.52380952381,123.800896219542,21,581.754578754579,178.840352065319,42,"cebersole.nova",162.857272858429,0.314574647675108
7430914,611.809523809524,430.614052145029,21,645.188153310105,219.864269725813,42,"cebersole.nova",305.429593166147,0.109284202472232
7430918,527.921428571429,174.583746788918,21,556.779922779923,217.532768383643,42,"cebersole.michst",204.447693058114,0.141153435271541
7430964,643.761904761905,231.050190383368,21,650.666666666667,192.37332438506,42,"cebersole.vcu",205.85651308925,0.0335416247032622
7431017,581.857142857143,227.205696608665,21,677.333333333333,710.488655842794,42,"cebersole.michst",596.836028018047,0.159970554715413
7431025,673.047619047619,162.670672276989,21,654.666666666667,138.446197468533,42,"cebersole.montana",146.829681956725,-0.125185535621945
7431165,688.142857142857,226.227382452763,21,651.602787456446,135.431870143874,42,"cebersole.michst",170.610764987457,-0.214172122662351
7431183,698.095238095238,312.007837203155,21,838.017421602787,479.177715904792,42,"cebersole.carleton",431.562932168473,0.324221968750844
7431207,598.761904761905,99.3870739894805,21,702.797909407666,228.615921139183,42,"cebersole.nova",195.876785662708,0.531129833960552
7434527,874.285714285714,498.856105791755,21,1007.37142857143,642.875489323959,42,"cebersole.vcu",599.480553444268,0.222001720524679
7434594,1112.57142857143,697.677616914042,21,1335.1637630662,1106.96954991139,42,"cebersole.psuabington",991.568769508409,0.224485019435544
7434600,614.563909774436,240.403328076747,21,589.619047619048,237.911230871265,42,"cebersole.psuabington",238.731178393614,-0.104489335340439
7434602,518.071428571429,157.451602541407,21,591.271428571429,234.81693366215,42,"cebersole.vcu",212.576652657975,0.34434637616472
7434663,545.15873015873,223.095352950115,21,515.046428571429,179.865550106135,42,"cebersole.psuabington",195.097579237026,-0.154344824292862
7434668,1065.38095238095,1071.71686914924,21,818.809523809524,353.038534350506,42,"cebersole.psuabington",678.494300066318,-0.363409727314331
7434707,699.52380952381,179.916541498446,21,770.357142857143,299.282705198048,42,"cebersole.miami",266.112723587124,0.26617792782893
7434710,607.285714285714,113.361873157223,21,771.04181184669,351.748875651441,42,"cebersole.miami",295.591555207754,0.553994505850754
7434711,561.380952380952,185.251579261953,21,588.396428571429,200.965356844328,42,"cebersole.miami",195.952194449968,0.137867688934578
7434715,486.285714285714,102.371452493917,21,609.749128919861,227.377239274859,42,"cebersole.miami",195.411086328486,0.63181376734483
7434719,439.47619047619,49.9135443017414,21,498.880952380952,198.163544477905,42,"cebersole.vcu",164.956409684555,0.360123998930149
7434841,641.285714285714,194.418400069835,21,750.047619047619,288.971511160677,42,"cebersole.nova",261.761253706947,0.415500396722841
7434910,881.52380952381,641.709016536905,21,869.993031358885,365.373282535902,42,"cebersole.ithaca",474.068755775056,-0.0243230080541225
7434913,637.142857142857,235.274581226763,21,670.04181184669,209.581821288813,42,"cebersole.ithaca",218.339061929998,0.150678281810978
7434957,566.571428571429,168.079020531586,21,562.97619047619,99.3934011882465,42,"cebersole.montana",126.105090122798,-0.0285098570702984
7434999,527.047619047619,66.9727378792865,21,601,437.134627920083,42,"cebersole.carleton",360.424634635518,0.205181260784701
7435182,540.380952380952,190.525976231714,21,702.446428571429,292.723821420768,42,"cebersole.nova",263.61856489189,0.61477262140828
7435270,721.571428571429,332.536249366678,21,882.627177700348,480.540645496471,42,"cebersole.nova",437.565900119635,0.368071984322557
7435392,799.571428571429,183.832143932603,21,989.261904761905,522.834304747378,42,"cebersole.mississippi",441.373958799832,0.429772695938555
7436844,843.857142857143,231.118862431063,21,1122.37142857143,663.630052056891,42,"cebersole.psuabington",559.931454486755,0.497407822837132
7436847,848.047619047619,626.748552147548,21,893.380952380952,356.387494810925,42,"cebersole.nova",462.774399895957,0.0979598986969145
7436881,701.333333333333,78.2523695061902,21,830.700348432056,330.069339450176,42,"cebersole.nova",274.287308663169,0.47164783426997
7437001,578.769841269841,232.844715439145,21,588.139194139194,292.221893651209,42,"cebersole.psuabington",274.174536681989,0.0341729504962024
7437014,1095.02142857143,977.044985987266,21,923.428571428571,572.472861977184,42,"cebersole.psuabington",730.248895123464,-0.234978591941376
7437120,520.666666666667,100.732484002596,21,668.021428571429,328.149511793926,42,"cebersole.psuabington",275.142492215649,0.535557996578985
7437123,605.671428571429,185.805132175775,21,694.738095238095,261.254577229017,42,"cebersole.psuabington",239.154352445279,0.372423356530992
7437180,762,333.851613744789,21,795.452380952381,249.837527925743,42,"cebersole.psuabington",280.172909280068,0.119399056241162
7437184,999.095238095238,309.072306226537,21,1236.28571428571,560.494785150749,42,"cebersole.psuabington",492.415331508004,0.48168783750922
7437194,698.380952380952,287.652940686714,21,704.344322344322,373.340454265791,42,"cebersole.psuabington",347.581601980641,0.017156748025179
7437254,846.857142857143,272.564356751628,21,1103.87142857143,1265.53423295204,42,"cebersole.psuabington",1049.20328287974,0.244961381562647
7437457,697.380952380952,240.912323510126,21,770.84668989547,343.11402744425,42,"cebersole.ithaca",313.300558082169,0.234489647781764
7437558,612.952380952381,208.749964356997,21,637.047619047619,95.5088943325794,42,"cebersole.nova",142.893452060219,0.168623808493924
7437585,959.761904761905,126.930652232589,21,978.809523809524,151.814430705712,42,"cebersole.carleton",144.129966720289,0.132155855448052
